Column1,name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type,keywords,Column22,Column32
177,Monterey Pub,http://s3-media3.fl.yelpcdn.com/bphoto/PcF8UeB1PFoTa29M9lnFHQ/ms.jpg,http://www.yelp.com/biz/monterey-pub-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4.5,My husband's uncle suggested this little gem for beers and grub after a Pitt game and was super excited to introduce us young folk to a new place. He loves...,North Side,40.45562,-80.0132299,Nightlife,Nightlife,husband;uncle;little;gem;beers;grub;game;excited;young;folk;new;place,Nightlife,Nightlife
178,Moonlite Cafe,http://s3-media3.fl.yelpcdn.com/bphoto/yT9x2NCvjZOo8EopmsVcig/ms.jpg,http://www.yelp.com/biz/moonlite-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,4.5,Great food everytime love the moonlite chicken sandwich... The sampler platter is amazing you get so much food for such a great price !,Brookline,40.39546585,-80.02290344,Italian,Food,great;food;everytime;sandwich;sampler;platter;amazing;much;food;great;price,Italian,Food
179,Moonlite Express,http://s3-media2.fl.yelpcdn.com/bphoto/j_p5RAXOjU4oT_Ex9RGE7A/ms.jpg,http://www.yelp.com/biz/moonlite-express-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,3.5,"I recently ordered Szechuan tofu, the small portion cost me $6 and change plus tip. The rice was nice and fluffy instead of sticky and clumped together. The...",Oakland,40.44353867,-79.95469666,Ethnic Markets,Food,tofu;small;portion;change;tip;rice;nice;fluffy;sticky,Ethnic Markets,Food
180,Muddy Waters Oyster Bar,http://s3-media2.fl.yelpcdn.com/bphoto/OovTjiM7wOWiIDWjYsNVSw/ms.jpg,http://www.yelp.com/biz/muddy-waters-oyster-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,This place has a great atmosphere. The servers and the cooks were extremely nice. We took advantage of the bloody Mary bar even though we got there a little...,East Liberty,40.46021271,-79.925354,Nightlife,Nightlife,place;great;atmosphere;servers;cooks;nice;advantage;bloody;bar;little,Nightlife,Nightlife
181,Murray Avenue Grill,http://s3-media4.fl.yelpcdn.com/bphoto/V-pV4KgNBQX_iI0OUpO59Q/ms.jpg,http://www.yelp.com/biz/murray-avenue-grill-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,100,4,"My go bar in squirrel hill whenever I'm not at the cage!
The food here is fantastic, check out their specials because you'll find some great deals, my...",Squirrel Hill,40.43726,-79.9231,Newamerican,Food,go;bar;cage;food;fantastic;specials;great;deals,Newamerican,Food
182,My Ngoc Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/Z4Cfk4ea8W8a2qHMyFrDVw/ms.jpg,http://www.yelp.com/biz/my-ngoc-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,3,"Forget Subway - here's where I'll get my 5-dollar footlong. The Banh Mi outside is all I ever do here, so I can't say much for the inside. 

The new owner...",Strip District,40.4519844,-79.9824066,Vietnamese,Food,dollar;footlong;much;inside;new;owner,Vietnamese,Food
183,Namaste India,http://s3-media2.fl.yelpcdn.com/bphoto/boDQUNtXNkcC9FGtqfBQvw/ms.jpg,http://www.yelp.com/biz/namaste-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,3,"Restaurant is difficult to find. You need to go through the hotel. Place is OK, simple interior but clean. They have buffet and menu. I went for salad and...",Banksville,40.4202995,-80.0301208,Indpak,Food,restaurant;difficult;hotel;ok;simple;interior;clean;buffet;menu;salad,Indpak,Food
184,Napoli Pizzeria,http://s3-media1.fl.yelpcdn.com/bphoto/0YqBcwUnUSmUSlscl-m0ww/ms.jpg,http://www.yelp.com/biz/napoli-pizzeria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,4,"I've been going to Napoli's for years now since I work right next door. 
Great Staff! They know exactly what I want as soon as I step into their place.
They...",Squirrel Hill,40.434399,-79.9229828,Pizza,Food,years;next;door;place,Pizza,Food
185,National Aviary,http://s3-media3.fl.yelpcdn.com/bphoto/j7UhOxe8j0ZIAWnnYwSLMg/ms.jpg,http://www.yelp.com/biz/national-aviary-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,85,4.5,Fun and interesting place for young and old to see and learn more about exotic birds. The volunteers are keen to explain to you everything about the birds'...,North Side,40.45343158,-80.01047299,Arts,Arts,fun;interesting;place;young;old;more;exotic;birds;volunteers;keen;birds,Arts,Arts
186,New Way Gourmet,http://s3-media4.fl.yelpcdn.com/bphoto/3w9JZHsIRsc2toNnZDnHtw/ms.jpg,http://www.yelp.com/biz/new-way-gourmet-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,4.5,"I can't sing new way's praises enough. I live a hop, skip and a jump away from this gem and checked it out for the first time after some Arsenal workers...",Lawrenceville,40.4645004,-79.9602203,Pizza,Food,new;way;praises;hop;jump;gem;first;time;workers,Pizza,Food
187,Nicky's Thai Kitchen,http://s3-media2.fl.yelpcdn.com/bphoto/oHrRn1deYDwfN6N95ldtwQ/ms.jpg,http://www.yelp.com/biz/nickys-thai-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,270,4,OMG. This place is amazing!! We sat outside on the patio even though it was a bit cold. My husband whined about it like a baby- but I thought it was fine...,North Side,40.4522,-80.01626,Thai,Food,place;amazing;patio;bit;cold;husband;baby-;fine,Thai,Food
188,No. 1 Sushi Sushi,http://s3-media2.fl.yelpcdn.com/bphoto/HLRF1cZOvm2YScxM8paMJg/ms.jpg,http://www.yelp.com/biz/no-1-sushi-sushi-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"Spicy Tuna roll is the best in the city and spicy salmon is pretty good too. You will not be disappointed with the quality of No. 1. 

I usually end up here...",Downtown,40.441062,-80.002126,Sushi,Food,roll;best;city;spicy;salmon;good;quality;no;.,Sushi,Food
189,Noodlehead,http://s3-media3.fl.yelpcdn.com/bphoto/lIkl8bk5dNK_kUlMAhY-Mw/ms.jpg,http://www.yelp.com/biz/noodlehead-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,439,4,My Saturday night staple. This is the place I take out of towners when I want to give them a taste of modern Pittsburgh (people think that Primanti's is...,Shadyside,40.457748,-79.925491,Thai,Food,night;staple;place;towners;taste;modern;people,Thai,Food
190,North Hills Grill,http://s3-media1.fl.yelpcdn.com/bphoto/bc-nyZpaMZY1cgdOSzGUPQ/ms.jpg,http://www.yelp.com/biz/north-hills-grill-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,37,4.5,"GOODNESS...
What a hidden gem! I've driven by this location numerous times and never thought to drop in but I sure am I glad I did today!

I ordered online...",West View,40.520824,-80.026024,Sandwiches,Food,hidden;gem;location;numerous;times;glad;today,Sandwiches,Food
191,NU Jewish Bistro,http://s3-media3.fl.yelpcdn.com/bphoto/Hi6Z1fv8u8qcwZBm_hBJCA/ms.jpg,http://www.yelp.com/biz/nu-jewish-bistro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4,I've only had their reuben and it was delicious. Can't wait to go back again.,Squirrel Hill,40.4375577,-79.92282,Sandwiches,Food,reuben;delicious,Sandwiches,Food
192,Oishii Bento,http://s3-media3.fl.yelpcdn.com/bphoto/CGMO444p09HoNJlPfYP6Pg/ms.jpg,http://www.yelp.com/biz/oishii-bento-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,164,4,"Black clouds filled the sky, thunder rumbling in the distance. Or was that my stomach? I was running low on energy and knew it wouldn't be long before I was...",Oakland,40.441902,-79.957138,Sushi,Food,black;clouds;sky;thunder;distance;stomach;low;energy,Sushi,Food
194,Pageboy Salon & Boutique,http://s3-media4.fl.yelpcdn.com/bphoto/4iYI705bDuHzjuUkkvHH2Q/ms.jpg,http://www.yelp.com/biz/pageboy-salon-and-boutique-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"I don't live in Pittsburgh anymore, but I almost wish I did so I could still get my hair cut at Pageboy! Moving to a new city with many more options (and...",Lawrenceville,40.46584,-79.96527,Shopping,Shopping,hair;new;city;many;more;options,Shopping,Shopping
195,Paint Monkey,http://s3-media3.fl.yelpcdn.com/bphoto/G3YQ0eE9DMwnWRAdldiBOQ/ms.jpg,http://www.yelp.com/biz/paint-monkey-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,35,5,This place is fun! I met some friends there to do a painting of Marilyn Monroe. I've also done Paint Nite and what makes this place different is they sketch...,Lawrenceville,40.4728699,-79.9639206,Arts,Arts,place;fun;friends;painting;place;different,Arts,Arts
196,Paris 66,http://s3-media3.fl.yelpcdn.com/bphoto/5oE2fEWUua3MTzJbXBCYsg/ms.jpg,http://www.yelp.com/biz/paris-66-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,3.5,Went for brunch today.  It is a quaint little place with a wonderful atmosphere.  I had the Paris 66 Brunch with a chocolate croissant. The crepes and eggs...,Shadyside,40.459956,-79.92427,French,Food,brunch;today;quaint;little;place;wonderful;atmosphere;chocolate;croissant;crepes;eggs,French,Food
197,Parker's PGH,http://s3-media1.fl.yelpcdn.com/bphoto/ysI5hJK5kH5bepTtmn3nLA/ms.jpg,http://www.yelp.com/biz/parkers-pgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4.5,"I LOVE this place.  If you're remotely close to the Dormont area and want a sandwich, stop by.  The staff is always great, and being such a small shop you...",Dormont,40.39554231,-80.03506914,Sandwiches,Food,place;close;area;sandwich;staff;great;small;shop,Sandwiches,Food
198,"Pastoli's Pizza, Pasta & Paisans",http://s3-media1.fl.yelpcdn.com/bphoto/emgjwQ8dabPSj4_oWZBfwg/ms.jpg,http://www.yelp.com/biz/pastolis-pizza-pasta-and-paisans-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"Hands down the best Pizza in Squirrel Hill area.  The rest are just cruising on past accolades and lets face it don't measure up in 2016.

If you haven't...",Squirrel Hill,40.43586731,-79.92314148,Pizza,Food,best;area;rest;past;accolades;lets,Pizza,Food
199,Patron Mexican Grill,http://s3-media4.fl.yelpcdn.com/bphoto/D1ZEXu7H0maktXB4dU7x-g/ms.jpg,http://www.yelp.com/biz/patron-mexican-grill-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,3.5,"At first, I was like ehhh this is slightly pricey for Mexican food, but their portions are HUGE! I ordered the steak fajitas and had 3 plates of food...",East Liberty,40.46017013,-79.92492154,Mexican,Food,ehhh;pricey;mexican;food;portions;huge;steak;fajitas;plates;food,Mexican,Food
200,Pavement,http://s3-media4.fl.yelpcdn.com/bphoto/egb30N0aFb6z0Q6GpyTzQA/ms.jpg,http://www.yelp.com/biz/pavement-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"If there is one store in all of Pittsburgh that best expresses my fashion point of view, it is without a doubt Pavement. Sophisticated, cool and funky all...",Lawrenceville,40.466248,-79.964973,Shopping,Shopping,store;best;fashion;point;view;doubt;cool;funky,Shopping,Shopping
202,"Peace, Love and Little Donuts",http://s3-media3.fl.yelpcdn.com/bphoto/2JEV1CVFNefWPKKw0Dpveg/ms.jpg,http://www.yelp.com/biz/peace-love-and-little-donuts-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,138,3.5,I didn't even know this place was open about their political views until I read other Yelp reviews but it's really just about the doughnuts for me. The...,Strip District,40.45208797,-79.98412192,Donuts,Food,place;open;political;views;other;yelp;reviews;doughnuts,Donuts,Food
203,Penn Ave Fish Company,http://s3-media4.fl.yelpcdn.com/bphoto/2my_O_PuMM1_WBN_z4N44Q/ms.jpg,http://www.yelp.com/biz/penn-ave-fish-company-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,200,4.5,"Part market, part restaurant, and both work so well together. Not only is the fish fresh as can be, but the prices are quite reasonable for the...",Strip District,40.452309,-79.981819,Sushi,Food,part;market;part;restaurant;fish;fresh;prices;reasonable,Sushi,Food
204,People's Indian Restaurant,http://s3-media1.fl.yelpcdn.com/bphoto/2OdWe9YXcw69g06PmE9FeQ/ms.jpg,http://www.yelp.com/biz/peoples-indian-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,52,3.5,"I've enjoyed eating at People's Indian Restaurant for years. I appreciate the authentic cuisine, the reasonable prices and excellent service.

The menu has...",Garfield,40.46498489,-79.94121552,Indpak,Food,people;years;authentic;cuisine;reasonable;prices;excellent;service;menu,Indpak,Food
205,Peppi's,http://s3-media2.fl.yelpcdn.com/bphoto/ijMwDX23w7xrynRbxa9qXw/ms.jpg,http://www.yelp.com/biz/peppis-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,66,4.5,"I am driving from Virginia to Seattle with my two dogs and a trailer of my things. Needless to say, I'm exhausted and it's only the beginning. I told my...",North Side,40.4516599,-80.01756,Sandwiches,Food,dogs;trailer;things;needless;exhausted;beginning,Sandwiches,Food
206,Perspolis Hookah Lounge,http://s3-media2.fl.yelpcdn.com/bphoto/s6MLFdTUlxDkf9IxrTe1xQ/ms.jpg,http://www.yelp.com/biz/perspolis-hookah-lounge-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,5,I've been coming here for a few months and the hookah has smoked amazing every time: great flavor and smooth.  I've tried three other places in Pitt and...,Oakland,40.45225525,-79.952034,Cafes,Food,few;months;hookah;amazing;time;great;flavor;smooth;other;places,Cafes,Food
207,Phantom of the Attic,http://s3-media2.fl.yelpcdn.com/bphoto/NrDJzirKCszc2mBpFfSbCg/ms.jpg,http://www.yelp.com/biz/phantom-of-the-attic-pittsburgh-5?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,13,4.5,"A really well organized and well run Comic shop. The floor is incredibly spacious, neat and they have a great selection of titles from all over. When i...",Oakland,40.44489,-79.9484,Shopping,Shopping,organized;comic;shop;floor;spacious;neat;great;selection;titles,Shopping,Shopping
208,Phipps Conservatory and Botanical Gardens,http://s3-media4.fl.yelpcdn.com/bphoto/6LfKdwBoooCJBQVeVIhWHA/ms.jpg,http://www.yelp.com/biz/phipps-conservatory-and-botanical-gardens-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,175,4.5,"I've been going to Phipps since I was a young kid, over 17 years. It continues to impress, even in the coldest of months, with it's stunning floral...",Oakland,40.439248,-79.947347,Arts,Arts,young;kid;years;coldest;months;stunning;floral,Arts,Arts
210,Pho Minh,http://s3-media4.fl.yelpcdn.com/bphoto/DCgKJjz62xkh3xZ41cy5_g/ms.jpg,http://www.yelp.com/biz/pho-minh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4,"I love this place. This is the third Vietnamese places in Pittsburgh that I've tried and so far (Tan Lac Vien and Tram's Kitchen), I think this is the best...",Garfield,40.4653702,-79.944519,Vietnamese,Food,place;third;vietnamese;places;best,Vietnamese,Food
211,Pho Van,http://s3-media3.fl.yelpcdn.com/bphoto/amh5BFcWxWxX0gyTM4gT_w/ms.jpg,http://www.yelp.com/biz/pho-van-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,120,3.5,I'm quite used to Vietnamese restaurants that are both tiny and lacking in ambiance in this city and many others. That wasn't a deterrent for us and it...,Strip District,40.4519857,-79.9824067,Vietnamese,Food,used;vietnamese;restaurants;tiny;ambiance;city;many;others;deterrent,Vietnamese,Food
212,Piccolo Forno,http://s3-media3.fl.yelpcdn.com/bphoto/U5biSHLlYND6l7i9J2RLUA/ms.jpg,http://www.yelp.com/biz/piccolo-forno-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,264,4,"I feel like I wouldn't be doing anybody any favors if I didn't lead this review off with some down and dirty facts. Fact number one, our server was...",Lawrenceville,40.4670906,-79.9644394,Pizza,Food,favors;review;down;dirty;facts;fact;number;server,Pizza,Food
213,Piper's Pub,http://s3-media3.fl.yelpcdn.com/bphoto/AFw6wuuESmRN9vZpLLC7TA/ms.jpg,http://www.yelp.com/biz/pipers-pub-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,247,4.5,"Came here at 10:45 with my husband for a late night snack and a beer. The bartender was super nice and accommodating, honored requests for extra lemon in...",South Side,40.42843246,-79.9794693,Restaurants,Food,husband;late;night;snack;beer;bartender;nice;accommodating;honored;requests;extra;lemon,Restaurants,Food
214,Pitaland,http://s3-media3.fl.yelpcdn.com/bphoto/rP4DqegVhOcHrjJmGgut2w/ms.jpg,http://www.yelp.com/biz/pitaland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,4.5,"What an absolute gem to find in Brookline. Had a bit of time to grab lunch in Brookline today. This particular neighborhood is one I don't get to much, so...",Brookline,40.39487,-80.02208,Cafes,Food,absolute;gem;bit;time;lunch;today;particular;neighborhood;much,Cafes,Food
215,Pittsburgh Penguins,http://s3-media4.fl.yelpcdn.com/bphoto/ERxg4I9GuH1aN2J52DzqXA/ms.jpg,http://www.yelp.com/biz/pittsburgh-penguins-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,"5 stars for a 5 star team.  Thanks you Pens for a lifetime if awesomeness.  Sure there have been some frustrating years but overall, you have recruited,...",Downtown,40.4392204,-79.9905014,Arts,Arts,stars;star;team;thanks;lifetime;awesomeness;frustrating;years,Arts,Arts
216,Pittsburgh Winery,http://s3-media1.fl.yelpcdn.com/bphoto/4raTKZci18aGNUohcnfKnA/ms.jpg,http://www.yelp.com/biz/pittsburgh-winery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4.5,"Fabulous entrance, like entering the gates of an Italian villa'. Homey entrance hugged by carafes made into retail displays. 

Winery has two floors....",Strip District,40.457335,-79.975468,Arts,Arts,fabulous;entrance;gates;italian;villa;entrance;carafes;retail;displays;floors,Arts,Arts
217,Pizza Italia,http://s3-media3.fl.yelpcdn.com/bphoto/yTgM8pAEBQ5PPkWoUCSsig/ms.jpg,http://www.yelp.com/biz/pizza-italia-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4,This is the best pizza in Pittsburgh. They use only the freshest ingredients and are reasonably priced. I love the combination of freshly grated cheeses and...,Bloomfield,40.462719,-79.9514999,Pizza,Food,best;pizza;freshest;ingredients;combination;cheeses,Pizza,Food
218,Pizza Perfectta,http://s3-media2.fl.yelpcdn.com/bphoto/PtDb_yyf7V0jgc4HMaSfWA/ms.jpg,http://www.yelp.com/biz/pizza-perfectta-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,61,4,"It's not a complete weekend for me without a stop at Pizza Perfectta. Pittsburgh pizza shops can be hit or miss, but these folks get it right. 

The pizza...",Shadyside,40.4572601,-79.9253998,Pizza,Food,complete;weekend;stop;pizza;shops;folks;right;pizza,Pizza,Food
219,Pizza Taglio,http://s3-media4.fl.yelpcdn.com/bphoto/me7ywQerfwC7kwF60n9tyA/ms.jpg,http://www.yelp.com/biz/pizza-taglio-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,53,4,"Pizza Taglio, I love ya. I might have to say that this is the best gourmet pizza in the 'Burgh. I went here for dinner with 3 friends and we ordered 3...",East Liberty,40.46025194,-79.92502749,Pizza,Food,best;gourmet;pizza;dinner;friends,Pizza,Food
220,Point State Park,http://s3-media4.fl.yelpcdn.com/bphoto/fn3A-rwjdKYRV93JPjPUcg/ms.jpg,http://www.yelp.com/biz/point-state-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4.5,"[Vacationer from St. Pete, Fl reporting...]

QUINTESSENTIAL 'I'M IN PITTSBURGH' PHOTO SPOT
Click! Selfie. Oops I didn't capture the fountain, buildings,...",Downtown,40.4417992,-80.0071335,Active,Active,reporting;fountain;buildings,Active,Active
221,Prantl's Bakery,http://s3-media2.fl.yelpcdn.com/bphoto/Qja3uprv1YJvPSwc6kk-Fg/ms.jpg,http://www.yelp.com/biz/prantls-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,128,4,It is a wait because they are a popular bakery. I went in hoping they would have a cake for my mom and dads anniversary. And was very happy that they could...,Shadyside,40.45166779,-79.93291473,Bakeries,Food,wait;popular;bakery;cake;mom;anniversary;happy,Bakeries,Food
222,Prestogeorge Fine Foods,http://s3-media2.fl.yelpcdn.com/bphoto/kjBb9kJX9X08tK5X7dcsaw/ms.jpg,http://www.yelp.com/biz/prestogeorge-coffee-and-tea-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,What a cute little place. Stopped in for a cup of (much needed) coffee and I was not disappointed!! Their selection of flavored lattes is unique and...,Strip District,40.450211,-79.98572,Cafes,Food,cute;little;place;cup;coffee;selection;lattes;unique,Cafes,Food
223,Prince of India,http://s3-media1.fl.yelpcdn.com/bphoto/4MABoMaKsuACCZ6EPkW3RA/ms.jpg,http://www.yelp.com/biz/prince-of-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,55,3,I really don't get all the hate that this places gets.  What brought us in was the offer they had on Group on.  Anyway I am a bit picky about India food...,Oakland,40.4416275,-79.95859528,Indpak,Food,hate;places;offer;bit;picky;food,Indpak,Food
224,Proper Brick Oven & Tap Room,http://s3-media4.fl.yelpcdn.com/bphoto/13lJhdd0ZNkjBhl81dOMFw/ms.jpg,http://www.yelp.com/biz/proper-brick-oven-and-tap-room-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,266,4,"I'm in love with this place! The food, atmosphere and service are always on point. 

The candy bacon is absolutely amazing and a must to start with and any...",Downtown,40.4435995,-80.0003448,Pizza,Food,love;place;food;atmosphere;service;point;candy;bacon;amazing,Pizza,Food
225,Pusadee's Garden,http://s3-media3.fl.yelpcdn.com/bphoto/Xtpe5LeO4MCzmGVY5SPE3g/ms.jpg,http://www.yelp.com/biz/pusadees-garden-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,186,4,"Pusadee's is probably the best Thai restaurant in the city and IMO, I would rank it next to Nicki's  thai kitchen in downtown. We decided to go there on a...",Lawrenceville,40.48270035,-79.95195007,Thai,Food,best;restaurant;city;kitchen;downtown,Thai,Food
226,Randyland,http://s3-media4.fl.yelpcdn.com/bphoto/XyYwPy9wTDtTEslVmcSQRQ/ms.jpg,http://www.yelp.com/biz/randyland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,5,"Unique!
Just For Fun!
Whimsical!
Amazing!
Hang out!
Enjoy!",North Side,40.4580766,-80.0098045,Shopping,Shopping,amazing,Shopping,Shopping
229,Rex Theater,http://s3-media2.fl.yelpcdn.com/bphoto/il64ci-qo-Yx1ZgducSMLA/ms.jpg,http://www.yelp.com/biz/rex-theater-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,33,4,There is no one in a 500 mile radius that works harder than Grey Area Productions. They bring you the finest of original acts that the world has to offer in...,South Side,40.4287151,-79.9825489,Arts,Arts,one;mile;radius;finest;original;acts;world,Arts,Arts
231,Reyna Foods,http://s3-media3.fl.yelpcdn.com/bphoto/nuOucAIsNwaavr5BkC3ZMQ/ms.jpg,http://www.yelp.com/biz/reyna-foods-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,88,4,"This review is for the restaurant only, not the grocery store or the taco stand

If you want authentic Mexican food this is the place to get it in...",Strip District,40.45158,-79.9834824,Mexican,Food,review;restaurant;grocery;store;taco;authentic;mexican;food;place,Mexican,Food
233,Row House Cinema,http://s3-media1.fl.yelpcdn.com/bphoto/wbBC7vHkARM_So27EYBxMw/ms.jpg,http://www.yelp.com/biz/row-house-cinema-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"As Mary Poppins would say, Row House Cinema is,""Practically perfect in every way.""

If you are looking for the best date night of your life, then I have you...",Lawrenceville,40.470043,-79.961151,Arts,Arts,perfect;way;best;date;night;life,Arts,Arts
234,Roxanne's Dried Flowers,http://s3-media2.fl.yelpcdn.com/bphoto/aGP-P4BOo3Rj3oZFZ4ZXBQ/ms.jpg,http://www.yelp.com/biz/roxannes-dried-flowers-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,4,"love perusing this local shop.
the strip district is a unique area of restaurants, produce vendors, and markets. 
when you walk in to roxanne's you're not...",Strip District,40.45214844,-79.98290253,Shopping,Shopping,love;local;shop;district;unique;area;restaurants;vendors;markets,Shopping,Shopping
235,S.W. Randall Toyes & Giftes,http://s3-media1.fl.yelpcdn.com/bphoto/qHA9j2eOzkKd2xYGQOWgzg/ms.jpg,http://www.yelp.com/biz/s-w-randall-toyes-and-giftes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4.5,"Seriously, this place is awesome. Needed a toy for my son, while I'm at a conference, and thought I'd slip in for a few minutes and get the job done. Yeah,...",Downtown,40.44228584,-79.99708302,Shopping,Shopping,place;awesome;toy;son;conference;few;minutes;job,Shopping,Shopping
